112.4	316.35		0.470	51549,8524305555
112.4	316.35		0.470	51556,5149305556
112.4	316.35		0.470	51556,5357638891
112.4	316.35		0.470	51565,4204861112
112.4	316.35		0.470	51570,7954861112
112.4	316.35		0.470	51571,3920138888
112.4	316.35		0.470	51577,8788194442
112.4	316.35		0.470	51578,3454861110
112.4	316.35		0.470	51584,7961805556
112.4	316.35		0.470	51590,8593750000
112.4	316.35		0.470	51597,7961805556
112.4	316.35		0.470	51604,8406250002
112.4	316.35		0.470	51612,8392361109
112.4	316.35		0.470	51619,5350694442
112.4	316.35		0.470	51625,4211805556
112.4	316.35		0.470	51632,8190972223
112.4	316.35		0.470	51640,8531249999
112.4	316.35		0.470	51645,4093749998
112.4	316.35		0.470	51647,5906250002
112.4	316.35		0.470	51647,8281250000
112.4	316.35		0.470	51654,5878472221
112.4	316.35		0.470	51656,8170138891
112.4	316.35		0.470	51661,8010416669
112.4	316.35		0.470	51670,4211805556
112.4	316.35		0.470	51673,8232638887
112.4	316.35		0.470	51684,4357638890
112.4	316.35		0.470	51689,5253472221
112.4	316.35		0.470	51689,7989583332
112.4	316.35		0.470	51698,4302083333
112.4	316.35		0.470	51703,8572916668
112.4	316.35		0.470	51711,8392361109
112.4	316.35		0.470	51718,8413194446
112.4	316.35		0.470	51726,3503472223
112.4	316.35		0.470	51729,8579861112
112.4	316.35		0.470	51733,3503472223
112.4	316.35		0.470	51742,4690972222
112.4	316.35		0.470	51745,5274305558
112.4	316.35		0.470	51752,5065972223
112.4	316.35		0.470	51757,5559027777
112.4	316.35		0.470	51759,8253472224
112.4	316.35		0.470	51767,8538194443
112.4	316.35		0.470	51773,8475694442
112.4	316.35		0.470	51780,5302083334
112.4	316.35		0.470	51787,5642361110
112.4	316.35		0.470	51787,8024305557
112.4	316.35		0.470	51795,8225694443
112.4	316.35		0.470	51801,7961805556
112.4	316.35		0.470	51802,3829861111
112.4	316.35		0.470	51809,8225694443
112.4	316.35		0.470	51816,8399305558
112.4	316.35		0.470	51822,7989583332
112.4	316.35		0.470	51827,8065972221
112.4	316.35		0.470	51827,8565972224
112.4	316.35		0.470	51836,6711805556
112.4	316.35		0.470	51843,5295138890
112.4	316.35		0.470	51862,4954861109
112.4	316.35		0.470	51866,4128472223
112.4	316.35		0.470	51871,4468749999
112.4	316.35		0.470	51880,3781249998
112.4	316.35		0.470	51886,3795138891
112.4	316.35		0.470	51892,7593749999
112.4	316.35		0.470	51900,7961805556
112.4	316.35		0.470	51908,3982638889
112.4	316.35		0.470	51913,8072916665
112.4	316.35		0.470	51920,5489583332
112.4	316.35		0.470	51927,5461805556
112.4	316.35		0.470	51936,4204861112
112.4	316.35		0.470	51937,4496527780
112.4	316.35		0.470	51949,8045138889
112.4	316.35		0.470	51950,4093749998
112.4	316.35		0.470	51955,4031250002
112.4	316.35		0.470	51965,4440972223
112.4	316.35		0.470	51966,4329861109
112.4	316.35		0.470	51969,5552083333
112.4	316.35		0.470	51976,5795138888
112.4	316.35		0.470	51976,8385416665
112.4	316.35		0.470	51983,5586805558
112.4	316.35		0.470	51986,4309027777
112.4	316.35		0.470	51990,5565972221
112.4	316.35		0.470	51992,7961805556
112.4	316.35		0.470	51997,4489583331
112.4	316.35		0.470	51997,5711805555
112.4	316.35		0.470	52004,5628472222
112.4	316.35		0.470	52011,3795138891
112.4	316.35		0.470	52019,4427083335
112.4	316.35		0.470	52025,4343750002
112.4	316.35		0.470	52032,7954861112
112.4	316.35		0.470	52039,5475694444
112.4	316.35		0.470	52048,4017361109
112.4	316.35		0.470	52053,8149305554
